session_pk,session_id,learner_id,username,session_game_type,session_status,start_time,end_time,total_score,time_limit,gamequestion_id,item_id,question_text,correct_answer,estimated_difficulty,question_game_type,response_id,response_user_id,response_username,user_answer,correct,time_taken,answered_at,difficulty_level
224,b1118763-b661-419d-974f-00425a829d3f,8,JohnDoe,crossword,completed,2025-10-26 05:13:10.965360+00:00,2025-10-26 05:13:49.054570+00:00,0,300,1105,25,Identify the concept for combining numbers with symbols like plus and minus.,expressions,master,non_coding,890.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:13:49.011810+00:00,4
224,b1118763-b661-419d-974f-00425a829d3f,8,JohnDoe,crossword,completed,2025-10-26 05:13:10.965360+00:00,2025-10-26 05:13:49.054570+00:00,0,300,1106,33,Select the term for the operator that raises a number to a power,exponent,beginner,non_coding,891.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:13:49.029951+00:00,1
224,b1118763-b661-419d-974f-00425a829d3f,8,JohnDoe,crossword,completed,2025-10-26 05:13:10.965360+00:00,2025-10-26 05:13:49.054570+00:00,0,300,1109,89,Spot the term for information generated by a running program,output,master,non_coding,892.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:13:49.032663+00:00,4
224,b1118763-b661-419d-974f-00425a829d3f,8,JohnDoe,crossword,completed,2025-10-26 05:13:10.965360+00:00,2025-10-26 05:13:49.054570+00:00,0,300,1101,126,Identify the error when using an undefined variable name,NameError,beginner,non_coding,893.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:13:49.035419+00:00,1
224,b1118763-b661-419d-974f-00425a829d3f,8,JohnDoe,crossword,completed,2025-10-26 05:13:10.965360+00:00,2025-10-26 05:13:49.054570+00:00,0,300,1102,127,Name the error from an operation on a value of the wrong type,TypeError,beginner,non_coding,894.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:13:49.038590+00:00,1
224,b1118763-b661-419d-974f-00425a829d3f,8,JohnDoe,crossword,completed,2025-10-26 05:13:10.965360+00:00,2025-10-26 05:13:49.054570+00:00,0,300,1104,134,Spot the feature that allows getting the last item with index minus one,Slicing,intermediate,non_coding,895.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:13:49.041656+00:00,2
224,b1118763-b661-419d-974f-00425a829d3f,8,JohnDoe,crossword,completed,2025-10-26 05:13:10.965360+00:00,2025-10-26 05:13:49.054570+00:00,0,300,1103,135,Identify the operation that combines strings end to end,Concatenation,intermediate,non_coding,896.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:13:49.044827+00:00,2
224,b1118763-b661-419d-974f-00425a829d3f,8,JohnDoe,crossword,completed,2025-10-26 05:13:10.965360+00:00,2025-10-26 05:13:49.054570+00:00,0,300,1107,201,Identify the operator that checks if two values are not equal,inequality,intermediate,non_coding,897.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:13:49.049041+00:00,2
224,b1118763-b661-419d-974f-00425a829d3f,8,JohnDoe,crossword,completed,2025-10-26 05:13:10.965360+00:00,2025-10-26 05:13:49.054570+00:00,0,300,1108,204,Spot the feature that allows combining comparisons with logical operators,expression,intermediate,non_coding,898.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:13:49.051885+00:00,2
225,fcbc32c5-468b-49e7-b4ed-89043f54540d,8,JohnDoe,crossword,completed,2025-10-26 05:14:34.752119+00:00,2025-10-26 05:16:19.164066+00:00,1,300,1112,29,Spot the term for the basic mathematical symbols.,operators,intermediate,non_coding,899.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:16:19.126460+00:00,2
225,fcbc32c5-468b-49e7-b4ed-89043f54540d,8,JohnDoe,crossword,completed,2025-10-26 05:14:34.752119+00:00,2025-10-26 05:16:19.164066+00:00,1,300,1118,88,Select the keyword for a method that sends text to the screen,print,master,non_coding,900.0,8.0,JohnDoe,A,0,0.0,2025-10-26 05:16:19.142581+00:00,4
225,fcbc32c5-468b-49e7-b4ed-89043f54540d,8,JohnDoe,crossword,completed,2025-10-26 05:14:34.752119+00:00,2025-10-26 05:16:19.164066+00:00,1,300,1113,113,Select the error type for an incorrect path object given to open,TypeError,beginner,non_coding,901.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:16:19.145836+00:00,1
225,fcbc32c5-468b-49e7-b4ed-89043f54540d,8,JohnDoe,crossword,completed,2025-10-26 05:14:34.752119+00:00,2025-10-26 05:16:19.164066+00:00,1,300,1117,114,Spot the general category for NameError and ZeroDivisionError,Exception,beginner,non_coding,902.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:16:19.148256+00:00,1
225,fcbc32c5-468b-49e7-b4ed-89043f54540d,8,JohnDoe,crossword,completed,2025-10-26 05:14:34.752119+00:00,2025-10-26 05:16:19.164066+00:00,1,300,1110,148,Name the data type with only two possible values.,boolean,beginner,non_coding,903.0,8.0,JohnDoe,BOOLEAN,1,0.0,2025-10-26 05:16:19.151076+00:00,1
225,fcbc32c5-468b-49e7-b4ed-89043f54540d,8,JohnDoe,crossword,completed,2025-10-26 05:14:34.752119+00:00,2025-10-26 05:16:19.164066+00:00,1,300,1114,180,Identify the error that occurs during program execution,RuntimeError,advanced,non_coding,904.0,8.0,JohnDoe,O,0,0.0,2025-10-26 05:16:19.153766+00:00,3
225,fcbc32c5-468b-49e7-b4ed-89043f54540d,8,JohnDoe,crossword,completed,2025-10-26 05:14:34.752119+00:00,2025-10-26 05:16:19.164066+00:00,1,300,1116,209,Spot the feature that allows simplifying expressions step by step.,simplification,master,non_coding,905.0,8.0,JohnDoe,T,0,0.0,2025-10-26 05:16:19.156409+00:00,4
225,fcbc32c5-468b-49e7-b4ed-89043f54540d,8,JohnDoe,crossword,completed,2025-10-26 05:14:34.752119+00:00,2025-10-26 05:16:19.164066+00:00,1,300,1115,213,Select the operator that checks if one value is greater than or equal to another.,greater,beginner,non_coding,906.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:16:19.159356+00:00,1
225,fcbc32c5-468b-49e7-b4ed-89043f54540d,8,JohnDoe,crossword,completed,2025-10-26 05:14:34.752119+00:00,2025-10-26 05:16:19.164066+00:00,1,300,1111,253,Select the term for the process of giving a value to a variable.,assignment,beginner,non_coding,907.0,8.0,JohnDoe,INITIALIZE,0,0.0,2025-10-26 05:16:19.161768+00:00,1
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1127,18,Select the term for the operator that performs floor division.,floor,advanced,non_coding,908.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:17:50.364854+00:00,3
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1119,94,Spot the feature used when program data is unknown during writing.,input,beginner,non_coding,909.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:17:50.380564+00:00,1
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1128,113,Select the error type for an incorrect path object given to open,TypeError,beginner,non_coding,910.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:17:50.383193+00:00,1
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1121,135,Identify the operation that combines strings end to end,Concatenation,intermediate,non_coding,911.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:17:50.385714+00:00,2
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1124,142,Name the logic system based on true or false conditionals.,boolean,master,non_coding,912.0,8.0,JohnDoe,BOOLEAN,1,0.0,2025-10-26 05:17:50.388465+00:00,4
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1125,143,Select the term for expressions that evaluate to True or False.,conditional,master,non_coding,913.0,8.0,JohnDoe,O,0,0.0,2025-10-26 05:17:50.390661+00:00,4
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1123,152,Spot the feature determining the order of evaluation in expressions.,precedence,intermediate,non_coding,914.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:17:50.393127+00:00,2
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1126,188,Spot the error type for incorrect operand types,TypeError,master,non_coding,,,,,0,,,4
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1120,204,Spot the feature that allows combining comparisons with logical operators,expression,intermediate,non_coding,915.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:17:50.395714+00:00,2
226,f0f67281-c7be-499e-b9b5-7978e0ac8269,8,JohnDoe,crossword,completed,2025-10-26 05:16:51.507731+00:00,2025-10-26 05:17:50.400129+00:00,1,300,1122,234,Spot the keyword for the unchangeable nature of certain data structures.,immutability,beginner,non_coding,916.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:17:50.397897+00:00,1
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26 05:18:09.013416+00:00,2025-10-26 05:18:51.721417+00:00,2,300,1131,62,Name the concept of embedding unexplained literal values in code.,hardcoding,intermediate,non_coding,917.0,8.0,JohnDoe,C,0,0.0,2025-10-26 05:18:51.692989+00:00,2
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26 05:18:09.013416+00:00,2025-10-26 05:18:51.721417+00:00,2,300,1135,65,Identify the term for lines that help programmers understand code.,comments,intermediate,non_coding,918.0,8.0,JohnDoe,COMMENTS,1,0.0,2025-10-26 05:18:51.708732+00:00,2
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26 05:18:09.013416+00:00,2025-10-26 05:18:51.721417+00:00,2,300,1137,69,Spot the feature used to avoid forgetting why code was written.,comments,master,non_coding,,,,,0,,,4
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26 05:18:09.013416+00:00,2025-10-26 05:18:51.721417+00:00,2,300,1132,101,Identify the error type when a variable is used before definition,NameError,intermediate,non_coding,919.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:18:51.711616+00:00,2
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26 05:18:09.013416+00:00,2025-10-26 05:18:51.721417+00:00,2,300,1134,126,Identify the error when using an undefined variable name,NameError,beginner,non_coding,,,,,0,,,1
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26 05:18:09.013416+00:00,2025-10-26 05:18:51.721417+00:00,2,300,1136,168,Name the type of window in IDLE used for writing and saving a complete program.,script,master,non_coding,920.0,8.0,JohnDoe,S,0,0.0,2025-10-26 05:18:51.714094+00:00,4
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26 05:18:09.013416+00:00,2025-10-26 05:18:51.721417+00:00,2,300,1133,223,Select the term for a sequence type that is immutable in Python.,tuple,intermediate,non_coding,921.0,8.0,JohnDoe,TUPLE,1,0.0,2025-10-26 05:18:51.716946+00:00,2
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26 05:18:09.013416+00:00,2025-10-26 05:18:51.721417+00:00,2,300,1129,262,Name the concept for documenting custom functions with triple quotes.,docstrings,intermediate,non_coding,922.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:18:51.719201+00:00,2
227,8201625c-595f-4f96-9ab3-3d2de4aa5798,8,JohnDoe,crossword,completed,2025-10-26 05:18:09.013416+00:00,2025-10-26 05:18:51.721417+00:00,2,300,1130,265,Predict the term for inline documentation of custom functions.,docstrings,intermediate,non_coding,,,,,0,,,2
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26 05:19:09.190467+00:00,2025-10-26 05:20:41.198966+00:00,2,300,1138,64,Select the keyword for unexplained numerical literals in code.,magic,intermediate,non_coding,923.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:20:41.167418+00:00,2
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26 05:19:09.190467+00:00,2025-10-26 05:20:41.198966+00:00,2,300,1142,113,Select the error type for an incorrect path object given to open,TypeError,beginner,non_coding,924.0,8.0,JohnDoe,N,0,0.0,2025-10-26 05:20:41.177137+00:00,1
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26 05:19:09.190467+00:00,2025-10-26 05:20:41.198966+00:00,2,300,1145,152,Spot the feature determining the order of evaluation in expressions.,precedence,intermediate,non_coding,925.0,8.0,JohnDoe,E    C E,0,0.0,2025-10-26 05:20:41.179864+00:00,2
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26 05:19:09.190467+00:00,2025-10-26 05:20:41.198966+00:00,2,300,1144,154,Identify the logic type based on true or false conditionals.,boolean,intermediate,non_coding,926.0,8.0,JohnDoe,BOOLEAN,1,0.0,2025-10-26 05:20:41.182761+00:00,2
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26 05:19:09.190467+00:00,2025-10-26 05:20:41.198966+00:00,2,300,1143,167,Identify the type of window in IDLE where you can type and run code immediately.,interactive,intermediate,non_coding,927.0,8.0,JohnDoe,HARICODINGS,0,0.0,2025-10-26 05:20:41.185647+00:00,2
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26 05:19:09.190467+00:00,2025-10-26 05:20:41.198966+00:00,2,300,1140,194,Spot the term for a mistake that prevents code from running,SyntaxError,beginner,non_coding,928.0,8.0,JohnDoe,EXCEPTIONS,0,0.0,2025-10-26 05:20:41.188128+00:00,1
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26 05:19:09.190467+00:00,2025-10-26 05:20:41.198966+00:00,2,300,1141,207,Name the concept describing the process of replacing an expression with its result.,evaluation,master,non_coding,929.0,8.0,JohnDoe,P,0,0.0,2025-10-26 05:20:41.190750+00:00,4
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26 05:19:09.190467+00:00,2025-10-26 05:20:41.198966+00:00,2,300,1146,235,Identify the data structure known for its immutable sequence property.,tuples,beginner,non_coding,930.0,8.0,JohnDoe,TUPLES,1,0.0,2025-10-26 05:20:41.193875+00:00,1
228,97dfe786-ae3e-4c4b-a49f-7e3070c86457,8,JohnDoe,crossword,completed,2025-10-26 05:19:09.190467+00:00,2025-10-26 05:20:41.198966+00:00,2,300,1139,243,Select the term for a name that references a value in code.,variable,intermediate,non_coding,931.0,8.0,JohnDoe,,0,0.0,2025-10-26 05:20:41.196525+00:00,2
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26 05:21:13.564702+00:00,2025-10-26 05:24:05.505665+00:00,5,300,1155,26,Identify the operator that gives the remainder of division.,modulo,intermediate,non_coding,932.0,8.0,JohnDoe,MODULO,1,0.0,2025-10-26 05:24:05.472671+00:00,2
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26 05:21:13.564702+00:00,2025-10-26 05:24:05.505665+00:00,5,300,1151,52,Identify the operator that adds to a variable's current value.,addition,beginner,non_coding,933.0,8.0,JohnDoe,ADDITION,1,0.0,2025-10-26 05:24:05.487895+00:00,1
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26 05:21:13.564702+00:00,2025-10-26 05:24:05.505665+00:00,5,300,1150,63,Spot the practice of using named constants instead of literals.,avoiding,intermediate,non_coding,934.0,8.0,JohnDoe,VARIABLE,0,0.0,2025-10-26 05:24:05.490747+00:00,2
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26 05:21:13.564702+00:00,2025-10-26 05:24:05.505665+00:00,5,300,1152,82,Name the concept for displaying text in an interactive window.,output,intermediate,non_coding,935.0,8.0,JohnDoe,PRINTS,0,0.0,2025-10-26 05:24:05.493232+00:00,2
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26 05:21:13.564702+00:00,2025-10-26 05:24:05.505665+00:00,5,300,1149,150,Select the keyword that reverses a boolean value.,not,intermediate,non_coding,936.0,8.0,JohnDoe,NOT,1,0.0,2025-10-26 05:24:05.495856+00:00,2
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26 05:21:13.564702+00:00,2025-10-26 05:24:05.505665+00:00,5,300,1154,153,Spot the term for symbols like greater than or equal to.,comparator,beginner,non_coding,937.0,8.0,JohnDoe,M     P,0,0.0,2025-10-26 05:24:05.498613+00:00,1
229,ed8b262f-12b2-4341-b3c9-d1841be57251,8,JohnDoe,crossword,completed,2025-10-26 05:21:13.564702+00:00,2025-10-26 05:24:05.505665+00:00,5,300,1153,220,Name the Python data structure highlighted for its immutable sequence property.,tuple,advanced,non_coding,938.0,8.0,JohnDoe,TUPLE,1,0.0,2025-10-26 05:24:05.500900+00:00,3
